Customer_ID,Signup_Date,Plan_Type,Billing_Cycle,Tenure_Months,Monthly_Charges,Churn_Status,Churn_Reason,Region
CUST-21059,2025-03-22,standard,Annual,1,37.21,No,N/A,North
CUST-21060,INVALID_DATE,STANDARD,Monthly,15,39.28,Yes,Competitor,South
CUST-21061,2024-10-01,PREMIUM,Annual,21,82.59,no,N/A,North
CUST-21062,2024-02-15,PREMIUM,Monthly,0,81.12,YES,Product Bug,East
CUST-21063,2025-01-19,standard,Annual,-4,39.4,no,N/A,East
CUST-21064,2025-02-20,PREMIUM,Monthly,1,81.27,no,N/A,South
CUST-21065,2024-08-21,basic,,10,14.73,No,N/A,South
CUST-21066,2024-02-12,STANDARD,Annual,14,39.34,no,N/A,East
CUST-21067,2024-05-14,standard,Monthly,,37.3, No,N/A,South
CUST-21068,2025-01-18,premium,Annual,24,79.0, No,N/A,North
CUST-21069,2025-05-08,premium,,23,76.11,Yes,Competitor,South
CUST-21070,17/09/2024,Premium,Annual,1,82.24,No,N/A,South
CUST-21071,,Basic,Monthly,9,14.75,no,N/A,East
CUST-21938,2024-12-31,Basic,Monthly,0,14.64, No,N/A,East
CUST-21072,2024-11-25,STANDARD,Annual,12,38.9,no,N/A,North
CUST-21073,2024-08-04,STANDARD,Annual,15,38.98,no,N/A,West
CUST-21074,2025-01-11,Standard,Monthly,5,39.24,Yes,Competitor,East
CUST-21075,2024-02-06,Basic,Monthly,14,15.23,No,N/A,East
CUST-21076,2024-06-16,Standard  ,Monthly,6,39.94,yes,Price,East
CUST-21077,28/08/2024,premium,Annual,16,78.15,yes,Product Bug,North
CUST-21078,2024-04-25,Standard,Monthly,1,,YES,No_Reason,South
CUST-21079,2024-10-12,PREMIUM,Monthly,13,82.44,No,N/A,North
CUST-21080,2024-01-29,Standard,Annual,14,37.26,No,N/A,South
CUST-21081,2024-04-28,PREMIUM,Annual,22,80.26,no,N/A,South
CUST-21082,2024-09-30,premium,,20,76.86,no,N/A,North
CUST-21083,2024-09-17,PREMIUM,Annual,5,77.94,yes,No_Reason,North
CUST-21084,20/03/2024,standard,Monthly,13,37.76,YES,Product Bug,East
CUST-21085,2024-09-26,standard,Monthly,2,39.24,NO,N/A,South
CUST-21086,,Standard  ,Monthly,12,37.33, No,N/A,East
CUST-21087,2024-09-23,premium,Monthly,11,75.99,NO,N/A,South
CUST-21088,2024-06-17,STANDARD,Annual,12,40.09,no,N/A,East
CUST-21089,,PREMIUM,Annual,12,80.99,no,N/A,North
CUST-21090,17/07/2024,PREMIUM,Annual,9,79.77, No,N/A,East
CUST-21091,22/01/2024,Standard  ,Monthly,5,40.46,Yes ,Competitor,South
CUST-21092,2024-07-09,Standard  ,Annual,8,37.43, No,N/A,West
CUST-21093,2024-05-22,  Basic ,Monthly,18,14.79,Yes,Competitor,South
CUST-21094,2024-05-20,standard,Annual,6,39.95, No,N/A,West
CUST-21095,2024-12-19,basic,Annual,16,14.79,YES,Product Bug,North
CUST-21096,26/02/2025,STANDARD,Monthly,21,37.77,No,N/A,South
CUST-21097,29/04/2025,Standard,Monthly,8,39.79,NO,N/A,West
CUST-21098,2024-09-09,Standard,Monthly,23,37.71,NO,N/A,South
CUST-21099,2024-07-10,Premium,Monthly,0,79.45,Yes,Price,North
CUST-21100,2025-05-13,basic,Monthly,10,15.6,Yes,Customer Support,North
CUST-21101,22/08/2024,Basic,Annual,20,15.28,no,N/A,East
CUST-21102,,Premium,Monthly,4,77.74,yes,Product Bug,North
CUST-21103,INVALID_DATE,basic,Monthly,8,14.99,no,N/A,West
CUST-20831,2024-01-19,standard,Monthly,6,40.74, No,N/A,East
CUST-21104,2025-04-30,Standard  ,Monthly,-12,40.53,yes,Customer Support,North
CUST-21105,19/11/2024,Basic,Annual,23,14.6,Yes,Competitor,West
CUST-21106,21/04/2024,STANDARD,Monthly,19,40.43,yes,Price,North
CUST-21107,2024-04-02,Standard  ,Annual,11,39.65,NO,N/A,East
CUST-21108,2024-06-21,Basic,Monthly,13,15.71,YES,Customer Support,East
CUST-21109,2024-04-18,premium,Monthly,24,81.14,YES,Competitor,North
CUST-21110,2024-05-11,premium,Monthly,24,78.2,No,N/A,South
CUST-21111,2024-09-22,  Basic ,Monthly,21,14.35,No,N/A,South
CUST-21112,2024-11-03,premium,Annual,11,80.38,NO,N/A,North
CUST-21113,2025-05-09,Standard  ,Monthly,18,40.1,yes,Product Bug,West
CUST-21114,2024-10-08,Premium,Annual,18,75.86,NO,N/A,South
CUST-21115,2025-03-30,basic,Annual,17,14.97,No,N/A,West
CUST-21116,2024-12-12,STANDARD,Annual,10,38.6, No,N/A,East
CUST-21117,2025-03-14,Basic,Annual,15,14.63,Yes,Product Bug,East
CUST-21118,23/07/2024,Basic,Annual,12,14.99,Yes,Competitor,South
CUST-21119,INVALID_DATE,basic,Annual,15,15.74, No,N/A,West
CUST-21120,2024-01-19,premium,Monthly,10,76.06,YES,No_Reason,North
CUST-21121,2024-08-02,Premium,Annual,7,75.26,NO,N/A,East
CUST-21122,2025-02-04,standard,Annual,14,37.37,yes,Competitor,East
CUST-21123,2024-11-29,PREMIUM,Annual,4,82.87,No,N/A,North
CUST-21124,2024-11-12,  Basic ,Monthly,4,15.25,yes,Price,East
CUST-20671,INVALID_DATE,basic,Monthly,17,14.39,NO,N/A,West
CUST-21125,2024-08-23,PREMIUM,Annual,-6,77.69,Yes ,No_Reason,West
CUST-21126,,Premium,Annual,15,82.68,No,N/A,East
CUST-21127,2025-05-06,  Basic ,Annual,18,15.48, No,N/A,West
CUST-21128,12/01/2025,premium,Annual,12,76.23,Yes,Price,West
CUST-21129,2024-10-18,Standard  ,Monthly,10,37.86,Yes,Competitor,North
CUST-21130,2024-07-06,PREMIUM,Monthly,19,76.04,no,N/A,South
CUST-21131,19/07/2024,Premium,Monthly,24,81.31,no,N/A,North
CUST-21132,2024-05-06,PREMIUM,Monthly,19,81.83,No,N/A,West
CUST-21133,23/03/2025,STANDARD,Monthly,1,38.2,Yes ,Price,South
CUST-21134,2024-03-05,PREMIUM,Monthly,12,75.38,Yes,No_Reason,East
CUST-21135,22/02/2025,basic,Monthly,13,15.69, No,N/A,West
CUST-21136,2025-02-18,Standard  ,Monthly,17,37.35,NO,N/A,South
CUST-21137,2024-04-30,Premium,Annual,9,77.25,No,N/A,East
CUST-21138,2025-01-04,PREMIUM,Monthly,19,81.16,yes,Price,West
CUST-21139,2024-09-29,  Basic ,Annual,17,15.54,NO,N/A,West
CUST-21140,2024-04-24,Premium,Annual,9,75.41,No,N/A,North
CUST-21813,2024-06-25,STANDARD,Annual,5,39.15,Yes,Product Bug,South
CUST-21141,21/03/2024,Basic,Monthly,22,15.26,NO,N/A,West
CUST-21142,2025-01-06,PREMIUM,Annual,0,79.9,NO,N/A,North
CUST-21143,2025-02-15,  Basic ,Annual,19,14.76,NO,N/A,East
CUST-21144,25/03/2025,  Basic ,Monthly,4,15.63,YES,Competitor,South
CUST-21145,2024-06-18,standard,Annual,14,37.75,NO,N/A,South
CUST-21146,,Standard  ,Annual,2,40.17,NO,N/A,North
CUST-21977,2024-11-15,standard,Monthly,24,37.74,No,N/A,South
CUST-21147,2024-05-31,Standard  ,Monthly,12,40.13,NO,N/A,South
CUST-21148,2024-04-28,Basic,Annual,17,14.28,No,N/A,South
CUST-21149,2024-11-30,Premium,Monthly,9,76.13,YES,Customer Support,North
CUST-21150,2025-03-05,BASIC,Annual,9,14.83,yes,Competitor,South
CUST-21151,22/07/2024,Standard  ,Annual,15,39.19,NO,N/A,East
CUST-21152,20/04/2024,STANDARD,Annual,-3,38.79,No,N/A,East
CUST-21153,2024-06-18,premium,Monthly,5,78.55,yes,Customer Support,South
CUST-21154,2024-03-28,Standard,Annual,17,37.22, No,N/A,West
CUST-21155,16/02/2024,premium,Monthly,16,82.8,no,N/A,West
CUST-21156,10/05/2024,PREMIUM,Monthly,10,80.26, No,N/A,South
CUST-21157,2024-09-24,Basic,Monthly,13,15.09, No,N/A,North
CUST-21158,2025-01-03,PREMIUM,Monthly,0,75.85,Yes ,No_Reason,North
CUST-21159,2024-03-07,Standard  ,Monthly,11,37.66,NO,N/A,North
CUST-21160,2025-04-30,Premium,Annual,8,77.08,NO,N/A,North
CUST-21161,,  Basic ,Annual,3,15.72,yes,Competitor,North
CUST-21162,10/07/2024,Standard,Monthly,2,40.7,yes,Price,East
CUST-21163,INVALID_DATE,basic,Monthly,23,14.39, No,N/A,North
CUST-21164,2024-05-31,premium,Annual,24,75.89,No,N/A,East
CUST-21165,2024-11-13,standard,Monthly,11,39.07,Yes ,Product Bug,South
CUST-21166,19/11/2024,Standard  ,Monthly,21,40.91,No,N/A,West
CUST-21167,18/01/2025,Basic,Monthly,8,15.02,no,N/A,East
CUST-21168,2024-02-18,Premium,Monthly,8,80.42,No,N/A,South
CUST-21169,2025-02-08,Standard  ,Monthly,13,38.17,no,N/A,North
CUST-21170,2024-09-02,basic,Annual,7,14.38,YES,Price,North
CUST-21171,2024-02-21,standard,Annual,0,37.79,YES,Price,East
CUST-21172,2025-03-13,standard,Annual,18,39.06,yes,No_Reason,East
CUST-21173,2024-06-25,Basic,Annual,13,14.61,NO,N/A,South
CUST-21174,10/04/2024,Standard  ,Monthly,13,39.52,NO,N/A,East
CUST-21175,2024-10-27,premium,Annual,21,82.2,NO,N/A,West
CUST-21176,2024-06-29,PREMIUM,Monthly,12,79.79,yes,Customer Support,North
CUST-21177,,Premium,Annual,22,81.39, No,N/A,North
CUST-21178,,  Basic ,Monthly,21,,No,N/A,North
CUST-21179,2024-11-13,BASIC,Annual,0,15.65,NO,N/A,South
CUST-21180,2025-04-29,Standard  ,Monthly,13,38.55,NO,N/A,South
CUST-21181,2024-05-02,premium,Annual,13,80.9,No,N/A,East
CUST-21182,2024-04-14,premium,Annual,13,75.12,NO,N/A,North
CUST-21183,2024-03-28,standard,Monthly,1,39.52,Yes,No_Reason,East
CUST-21184,24/09/2024,  Basic ,Annual,6,15.11,yes,No_Reason,West
CUST-21185,2024-04-07,Standard  ,Annual,8,37.24,No,N/A,South
CUST-21186,,  Basic ,Monthly,5,14.52,Yes ,Competitor,West
CUST-21187,17/06/2024,PREMIUM,Monthly,14,77.23,YES,Competitor,West
CUST-21188,2024-11-23,Basic,Annual,12,15.56, No,N/A,North
CUST-21189,2024-07-29,PREMIUM,Monthly,24,81.86,no,N/A,East
CUST-21190,2025-05-11,standard,Annual,6,39.27,yes,Product Bug,North
CUST-21191,2025-04-16,  Basic ,Annual,3,14.61,yes,Competitor,West
CUST-21192,2024-11-24,premium,Annual,8,75.69,no,N/A,West
CUST-21193,2024-10-21,  Basic ,Monthly,5,14.52,YES,Product Bug,South
CUST-21194,26/09/2024,PREMIUM,Monthly,19,80.3,NO,N/A,North
CUST-21195,2025-05-12,PREMIUM,Annual,21,82.09,Yes,Price,South
CUST-21196,2024-10-23,Standard,Annual,2,37.26,YES,Product Bug,South
CUST-21197,25/02/2024,STANDARD,Monthly,5,39.51,NO,N/A,East
CUST-21198,2025-01-07,Standard,,13,37.27,Yes,Customer Support,West
CUST-21199,2025-03-02,Premium,Annual,20,75.07,yes,Product Bug,South
CUST-21200,2025-04-07,STANDARD,Monthly,15,39.24, No,N/A,East
CUST-21201,INVALID_DATE,PREMIUM,Annual,24,79.4,No,N/A,South
CUST-21202,2024-10-05,premium,Monthly,18,79.9,no,N/A,South
CUST-21203,27/05/2024,Standard  ,Monthly,21,40.84,No,N/A,West
CUST-21204,2024-11-02,Premium,Annual,-6,82.92,Yes,Price,East
CUST-21205,INVALID_DATE,BASIC,Monthly,7,14.74,Yes ,Price,North
CUST-21206,06/04/2025,  Basic ,Monthly,1,15.61,yes,Product Bug,West
CUST-20890,2024-09-24,PREMIUM,,18,82.16, No,N/A,South
CUST-21207,2024-09-29,PREMIUM,Monthly,19,77.31,no,N/A,West
CUST-21208,2025-05-15,STANDARD,Annual,16,39.83,no,N/A,South
CUST-21209,2024-06-15,Premium,Annual,3,81.49,Yes,Product Bug,East
CUST-21210,2024-05-14,BASIC,Monthly,4,15.38,no,N/A,West
CUST-21211,2024-09-24,basic,Annual,2,15.54,YES,Price,East
CUST-21212,2024-10-21,Standard,Monthly,9,40.16,NO,N/A,North
CUST-21368,2024-12-28,  Basic ,Annual,10,14.59,yes,Product Bug,South
CUST-21213,2025-03-05,Standard,Monthly,4,37.28,NO,N/A,East
CUST-21214,2025-01-22,BASIC,Annual,24,15.64,no,N/A,North
CUST-21215,2025-01-03,standard,Annual,0,37.91, No,N/A,East
CUST-21216,2024-04-06,Standard  ,Monthly,21,37.74,yes,Product Bug,East
CUST-21217,2024-11-01,Standard  ,Monthly,14,39.34,NO,N/A,North
CUST-21218,2024-06-22,STANDARD,Annual,14,40.79, No,N/A,East
CUST-20868,2024-01-14,Basic,Annual,14,14.74,YES,No_Reason,North
CUST-21219,2025-01-11,Premium,Monthly,22,75.92,YES,Customer Support,North
CUST-21220,2024-12-10,premium,Annual,7,78.98, No,N/A,South
CUST-21221,2025-05-14,Standard,Annual,-12,37.46, No,N/A,North
CUST-21222,2024-03-23,BASIC,Monthly,9,15.26,YES,Customer Support,East
CUST-21223,2024-11-22,PREMIUM,Monthly,4,75.1,Yes,Competitor,West
CUST-21224,2024-01-13,premium,Annual,0,81.46,no,N/A,South
CUST-21225,2024-02-19,  Basic ,Annual,19,15.02,no,N/A,East
CUST-21226,2025-01-25,premium,Annual,14,79.89,no,N/A,North
CUST-21227,,PREMIUM,Monthly,9,81.28,YES,Price,North
CUST-21228,09/02/2025,Premium,Annual,7,79.02,Yes,Customer Support,East
CUST-21229,2024-04-11,standard,Annual,12,39.18,yes,No_Reason,West
CUST-21230,2024-06-03,Standard,Monthly,1,40.76,no,N/A,North
CUST-21231,2024-06-17,Standard  ,Annual,15,37.21,No,N/A,North
CUST-21232,2024-10-19,STANDARD,Annual,13,37.4,NO,N/A,West
CUST-21233,2024-07-17,Standard  ,Monthly,3,,Yes,Product Bug,North
CUST-21234,2024-12-28,standard,Annual,4,37.22, No,N/A,West
CUST-21235,2024-07-31,standard,Annual,6,37.63,No,N/A,East
CUST-21236,,Standard,Annual,23,40.44,yes,Price,South
CUST-21237,2024-10-13,Basic,Monthly,0,14.61,Yes,Product Bug,South
CUST-21238,2025-01-02,Standard,Monthly,24,38.57,No,N/A,South
CUST-21239,2025-03-02,PREMIUM,Monthly,2,81.47,No,N/A,East
CUST-21240,2024-12-07,PREMIUM,Monthly,10,78.45, No,N/A,South
CUST-21241,2024-08-04,Standard,Monthly,0,37.62,Yes ,Product Bug,North
CUST-21242,2024-10-27,PREMIUM,Monthly,8,80.83,No,N/A,West
CUST-21243,2025-04-29,PREMIUM,Annual,23,75.28,No,N/A,West
CUST-21244,2025-03-31,STANDARD,Annual,14,38.11,Yes,Competitor,South
CUST-21245,19/02/2024,Standard,Annual,17,38.24,NO,N/A,West
CUST-21246,2025-04-29,Basic,Monthly,21,14.57,NO,N/A,West
CUST-21247,2025-03-31,Premium,Monthly,12,77.95, No,N/A,South
CUST-21248,2024-10-20,Standard,Annual,16,37.43,no,N/A,South
CUST-21249,,Standard,Monthly,14,38.04,yes,Customer Support,North
CUST-21250,2025-03-09,standard,,9,37.74,yes,Price,West
CUST-21251,09/10/2024,premium,Monthly,3,75.62,YES,Product Bug,East
CUST-21252,INVALID_DATE,  Basic ,Monthly,4,15.26,YES,Price,North
CUST-21253,24/11/2024,PREMIUM,Annual,22,77.33,YES,No_Reason,North
CUST-21254,2024-12-24,PREMIUM,Monthly,5,80.18,YES,Competitor,West
CUST-21255,2024-07-21,  Basic ,Monthly,9,14.38,Yes ,Customer Support,North
CUST-21256,INVALID_DATE,PREMIUM,Monthly,24,81.52, No,N/A,East
CUST-21257,2024-11-30,Standard  ,Monthly,18,38.3,Yes ,Product Bug,West
CUST-21258,2025-04-28,  Basic ,,10,14.36,yes,Competitor,South
CUST-21259,24/01/2025,PREMIUM,Annual,16,81.73,NO,N/A,South
CUST-21260,2024-02-26,premium,Monthly,1,75.7,NO,N/A,South
CUST-21261,15/06/2024,Standard,Monthly,1,38.34,YES,No_Reason,East
CUST-21262,2024-08-04,  Basic ,Monthly,12,14.95,Yes ,Competitor,East
CUST-21263,2024-01-12,basic,Monthly,10,15.19,No,N/A,North
CUST-21264,2024-02-10,STANDARD,Annual,2,37.49,yes,No_Reason,East
CUST-21265,2024-05-12,premium,Monthly,8,77.72,Yes ,Product Bug,South
CUST-21266,2024-09-05,premium,Annual,24,81.79,NO,N/A,South
CUST-21267,2025-04-26,Standard  ,Annual,15,38.88,yes,Product Bug,North
CUST-21268,2025-04-07,Premium,Annual,23,75.3,No,N/A,North
CUST-21269,2025-01-28,PREMIUM,Annual,11,81.36,No,N/A,West
CUST-21270,2024-10-13,PREMIUM,Monthly,5,77.31,NO,N/A,North
CUST-21271,2025-02-08,Basic,Monthly,15,15.15,YES,Product Bug,West
CUST-21272,INVALID_DATE,PREMIUM,Annual,12,75.08,No,N/A,South
CUST-21273,2024-11-06,PREMIUM,Annual,22,76.33,Yes ,Competitor,East
CUST-21274,2024-09-12,basic,Annual,2,14.62,yes,Customer Support,East
CUST-21275,2025-01-28,standard,Annual,16,40.3,no,N/A,East
CUST-21276,2025-03-09,premium,Annual,11,80.36,NO,N/A,South
CUST-21277,2024-02-11,premium,Annual,23,76.4,NO,N/A,South
CUST-21278,22/06/2024,Standard  ,Monthly,12,37.19, No,N/A,West
CUST-21279,2024-12-25,PREMIUM,Monthly,14,79.63, No,N/A,South
CUST-21280,2024-07-14,Premium,Annual,14,82.49, No,N/A,East
CUST-21281,2024-04-17,Standard  ,Monthly,2,37.84, No,N/A,West
CUST-21282,2024-10-19,PREMIUM,Monthly,9,76.48, No,N/A,East
CUST-21283,2025-01-19,PREMIUM,Monthly,18,80.33,NO,N/A,East
CUST-21284,03/02/2024,Standard,Annual,6,37.41, No,N/A,West
CUST-21285,19/06/2024,Premium,Monthly,16,81.66,yes,Product Bug,South
CUST-21286,2025-02-18,Premium,Monthly,13,81.52,NO,N/A,South
CUST-21287,14/07/2024,premium,Annual,10,79.85, No,N/A,East
CUST-21288,2024-02-03,Premium,Monthly,5,78.96,YES,Price,East
CUST-21289,2024-08-19,basic,Annual,11,14.74,no,N/A,East
CUST-21290,05/01/2024,STANDARD,Annual,1,38.81,Yes ,Customer Support,West
CUST-21291,13/11/2024,  Basic ,Annual,17,15.34,No,N/A,East
CUST-21292,2024-09-05,Premium,Monthly,23,77.34,Yes ,Product Bug,North
CUST-21293,2024-01-02,Premium,Monthly,15,75.28,no,N/A,North
CUST-21294,10/05/2024,Premium,Monthly,21,78.69,Yes ,Product Bug,West
CUST-21295,,basic,,23,15.44,No,N/A,East
CUST-21296,INVALID_DATE,PREMIUM,Annual,11,80.82,no,N/A,North
CUST-20304,2024-06-20,premium,Monthly,3,78.51, No,N/A,East
CUST-21297,11/05/2025,Standard,Monthly,24,37.48,Yes,Competitor,South
CUST-21298,2024-04-12,basic,Monthly,11,14.95,Yes,Price,North
CUST-21299,21/08/2024,BASIC,Monthly,6,14.3,NO,N/A,North
CUST-21300,2024-03-01,Standard  ,Annual,3,40.63,yes,Product Bug,South
CUST-21301,2024-12-26,Standard,Monthly,0,40.81,yes,Customer Support,East
CUST-21302,2024-03-01,premium,Monthly,5,81.59,Yes ,No_Reason,North
CUST-21303,07/07/2024,STANDARD,Annual,10,39.64,No,N/A,South
CUST-21304,2024-02-08,Basic,Monthly,16,15.73,no,N/A,North
CUST-21305,2024-09-17,Basic,Monthly,1,14.49,Yes ,Customer Support,South
CUST-21306,2024-07-28,Standard,Monthly,-4,37.39,NO,N/A,West
CUST-21307,2024-05-02,Standard  ,Annual,15,37.5,No,N/A,North
CUST-21308,,STANDARD,Monthly,4,39.69, No,N/A,South
CUST-21309,2024-05-10,Standard  ,Monthly,5,37.66,YES,Product Bug,North
CUST-21648,,  Basic ,Monthly,15,15.18,no,N/A,East
CUST-21310,27/01/2024,basic,Annual,24,15.44,yes,Price,South
CUST-21311,2024-11-25,Standard  ,Monthly,6,38.83,no,N/A,South
CUST-21312,INVALID_DATE,Premium,Monthly,17,77.06,no,N/A,South
CUST-21313,INVALID_DATE,Standard,Annual,5,39.91,no,N/A,East
CUST-21314,2025-01-06,  Basic ,Monthly,6,15.02,No,N/A,East
CUST-21315,2024-05-05,Premium,Annual,9,82.5,No,N/A,West
CUST-21316,2024-09-13,standard,Annual,1,37.77,Yes,No_Reason,West
CUST-21317,2024-12-07,BASIC,Monthly,23,14.25,NO,N/A,North
CUST-21318,2024-07-30,  Basic ,Annual,8,14.81,NO,N/A,South
CUST-21319,2025-03-28,premium,Annual,6,80.46,no,N/A,South
CUST-21320,2024-01-22,standard,Monthly,10,40.48,No,N/A,East
CUST-21321,,premium,Monthly,24,80.98,No,N/A,East
CUST-21322,2024-06-06,basic,Annual,9,15.05,No,N/A,East
CUST-21323,2024-05-08,Standard,Monthly,6,38.45,no,N/A,East
CUST-21324,2024-05-21,  Basic ,Monthly,6,15.33,no,N/A,East
CUST-21325,2024-03-26,Standard,Monthly,3,39.93,Yes,Competitor,East
CUST-21326,16/10/2024,PREMIUM,Annual,15,82.4,Yes ,Competitor,North
CUST-21327,2024-02-01,PREMIUM,Monthly,24,77.0,YES,No_Reason,South
CUST-21328,2025-01-27,Basic,Annual,7,15.48,YES,Product Bug,North
CUST-21329,2024-12-03,PREMIUM,Annual,8,79.23,No,N/A,East
CUST-21330,2025-03-21,STANDARD,,3,37.71,NO,N/A,North
CUST-21331,2024-12-03,Standard  ,,4,38.75,yes,No_Reason,East
CUST-21332,2024-09-23,standard,,10,38.74,No,N/A,North
CUST-21333,2025-02-25,standard,Monthly,16,38.04,Yes ,Product Bug,East
CUST-21334,2024-01-14,STANDARD,Monthly,14,39.14,Yes ,Product Bug,West
CUST-21335,2025-04-13,Standard  ,Annual,20,39.37, No,N/A,South
CUST-21336,2024-01-16,standard,Annual,14,37.94,No,N/A,South
CUST-21337,2024-02-17,STANDARD,Annual,17,39.94,No,N/A,North
CUST-21123,2024-11-29,PREMIUM,Annual,4,82.87,No,N/A,North
CUST-21338,2024-11-13,premium,Monthly,18,80.12,no,N/A,South
CUST-21339,INVALID_DATE,PREMIUM,Monthly,20,82.67, No,N/A,West
CUST-21340,26/10/2024,BASIC,Monthly,-1,14.61,yes,Price,North
CUST-21157,2024-09-24,Basic,Monthly,13,15.09, No,N/A,North
CUST-21341,2024-06-21,Premium,Monthly,16,79.08,yes,No_Reason,West
CUST-21342,INVALID_DATE,STANDARD,Monthly,23,40.86,NO,N/A,East
CUST-21343,2024-10-04,Premium,Monthly,0,80.25,yes,Product Bug,South
CUST-21344,2024-01-13,Standard  ,Annual,11,38.4,No,N/A,North
CUST-21345,2025-01-31,PREMIUM,Monthly,14,79.17,NO,N/A,South
CUST-21346,,STANDARD,Monthly,11,37.25,no,N/A,North
CUST-21347,2025-04-24,Premium,Annual,0,80.39,Yes ,No_Reason,South
CUST-21348,21/03/2025,Premium,Monthly,13,82.36,No,N/A,East
CUST-21349,2024-02-17,Premium,Monthly,7,76.94,No,N/A,North
CUST-21350,2024-09-06,PREMIUM,Annual,1,82.58, No,N/A,East
CUST-21351,2024-04-14,basic,Annual,1,14.99,NO,N/A,West
CUST-21352,2024-11-03,  Basic ,Monthly,17,14.53,YES,Competitor,West
CUST-21353,30/06/2024,Standard,Annual,16,37.78,Yes,Price,North
CUST-21354,2024-06-18,premium,Annual,13,78.86,No,N/A,East
CUST-21355,2024-01-09,premium,Annual,8,81.3,Yes ,Competitor,West
CUST-21356,,Standard  ,Monthly,0,39.7,Yes,Competitor,South
CUST-21357,31/01/2024,Basic,Monthly,7,15.23,yes,Price,East
CUST-21358,2024-12-20,STANDARD,Annual,11,38.94,NO,N/A,South
CUST-21359,2024-03-11,Premium,Annual,6,81.76,NO,N/A,South
CUST-21360,2024-12-14,Basic,Monthly,4,14.76,NO,N/A,East
CUST-21137,2024-04-30,Premium,Annual,9,77.25,No,N/A,East
CUST-21361,2024-04-29,premium,Annual,20,80.33,NO,N/A,West
CUST-21191,2025-04-16,  Basic ,Annual,3,14.61,yes,Competitor,West
CUST-21362,2025-02-15,Basic,Annual,13,14.55,No,N/A,West
CUST-21363,INVALID_DATE,STANDARD,Monthly,7,37.64,NO,N/A,West
CUST-21364,2024-01-24,BASIC,Monthly,10,15.29,Yes ,Customer Support,West
CUST-21365,2024-12-04,standard,Monthly,19,38.32,YES,Competitor,South
CUST-21366,2024-11-19,BASIC,Monthly,11,14.8,YES,Customer Support,East
CUST-20148,2024-05-12,Basic,Monthly,21,15.35,yes,No_Reason,South
CUST-21367,2024-01-26,standard,Monthly,10,40.56,YES,Product Bug,North
CUST-21368,2024-12-28,  Basic ,Annual,10,14.59,yes,Product Bug,South
CUST-21369,2025-03-29,Premium,Annual,6,78.18, No,N/A,West
CUST-21370,02/08/2024,Premium,Annual,19,75.76,NO,N/A,North
CUST-21371,2025-01-23,Standard,Monthly,21,39.87,Yes,Price,North
CUST-21372,2024-06-27,premium,Monthly,17,78.99,YES,Customer Support,West
CUST-21373,INVALID_DATE,Standard,Monthly,21,38.07,Yes ,Product Bug,South
CUST-21374,2024-10-06,Basic,Annual,0,15.26,no,N/A,East
CUST-21375,2024-08-08,BASIC,Annual,4,14.58,no,N/A,South
CUST-21376,2025-02-16,  Basic ,Annual,3,14.61,Yes,No_Reason,East
CUST-21377,02/07/2024,standard,Annual,0,38.14,no,N/A,North
CUST-21378,2024-05-03,Premium,Monthly,22,81.05,NO,N/A,North
CUST-21379,2024-07-17,  Basic ,Annual,21,14.29,NO,N/A,South
CUST-21380,2024-12-29,premium,,12,75.93,No,N/A,North
CUST-21381,,BASIC,Annual,15,15.04,yes,No_Reason,East
CUST-21382,06/03/2024,Standard  ,Annual,8,37.86,YES,Price,West
CUST-21383,2025-05-05,Standard,Annual,5,38.87,No,N/A,South
CUST-21384,13/12/2024,Premium,Monthly,17,78.96, No,N/A,West
CUST-21385,2024-03-16,Basic,Monthly,22,15.18, No,N/A,North
CUST-21386,28/02/2024,Standard,Monthly,21,39.52,Yes ,Customer Support,East
CUST-21387,2024-10-13,Standard,Annual,5,40.0,no,N/A,South
CUST-21388,2025-05-10,Basic,Monthly,7,15.37,Yes,Customer Support,South
CUST-21389,2024-08-11,Standard  ,,20,37.55,no,N/A,East
CUST-21390,2025-01-17,PREMIUM,Monthly,23,75.54,yes,No_Reason,North
CUST-20725,2024-05-26,Standard,Annual,,39.93,NO,N/A,South
CUST-21391,2024-08-30,PREMIUM,Annual,0,82.04,Yes ,Competitor,West
CUST-21392,2024-09-09,standard,Annual,24,37.43,no,N/A,West
CUST-21393,31/01/2024,premium,Annual,19,78.09, No,N/A,East
CUST-21394,2025-01-12,standard,Annual,4,37.61,Yes ,Price,West
CUST-21395,2024-04-29,premium,Annual,2,80.67,Yes,No_Reason,North
CUST-21396,2025-04-14,Standard  ,Annual,17,38.74, No,N/A,East
CUST-21397,04/03/2024,Basic,Annual,14,14.54,NO,N/A,North
CUST-21398,INVALID_DATE,  Basic ,Monthly,13,14.34,NO,N/A,West
CUST-21399,,basic,Annual,19,14.97,yes,Price,South
CUST-21400,2024-12-19,PREMIUM,Monthly,-2,80.92,Yes,No_Reason,South
CUST-21401,2024-12-10,premium,Monthly,,81.03,yes,No_Reason,West
CUST-21402,2024-03-07,Premium,Monthly,20,76.64,Yes,No_Reason,South
CUST-20686,2024-03-22,basic,Monthly,21,14.96,Yes ,Competitor,North
CUST-21403,INVALID_DATE,standard,Monthly,8,37.1,Yes,No_Reason,South
CUST-21404,27/02/2024,STANDARD,Monthly,12,40.05,No,N/A,East
CUST-21405,2024-06-22,standard,Annual,1,39.75, No,N/A,North
