Transaction_ID,Date,Customer_ID,Segment,Product_Name,Category,Quantity,Unit_Price,Cost_Percentage,Region
TXN-11504,2025-09-27,CUST-1072,Consumer,Gel Pens (Pack of 12),OFFICE SUPPLIES,7,14.73,0.3033,WEST
TXN-11505,2025-05-12,CUST-1101,Home Office,UltraWide Monitor 34,Tech,10,394.06,0.7308,south
TXN-11506,2025-02-12,CUST-1128,Home Office,UltraWide Monitor 34,  Technology ,5,415.76,0.7339,East
TXN-11507,2025-04-06,CUST-1109,Corporate,Wireless Mouse M2,Tech,1,23.81,0.4015,South
TXN-11508,2025-10-19,CUST-1034,Corporate,UltraWide Monitor 34,TECHNOLOGY,4,385.2,0.7278,south
TXN-11509,2025-09-21,CUST-1031,Corporate,Premium Notebook A5,Office supplies,2,12.48,0.349,East
TXN-11510,2025-08-03,CUST-1088,Corporate,Premium Notebook A5,Office Supplies,10,12.03,0.3497,WEST
TXN-11511,20/06/2025,CUST-1033,Consumer,Premium Notebook A5,off_supplies,4,11.83,0.3493,East
TXN-11512,2025-04-29,CUST-1064,Corporate,Filing Cabinet 3-Drawer,FURNITURE,10,145.63,0.5418,South
TXN-11513,INVALID_DATE,CUST-1075,Home Office,High-Speed USB-C Cable,  Technology ,7,17.66,0.3031,West
TXN-11514,2025-03-26,CUST-1018,Consumer,High-Speed USB-C Cable,TECHNOLOGY,9,18.88,0.3039,North
TXN-11515,2025/09/10,CUST-1100,Consumer,Standing Desk Frame,Furniture  ,4,310.38,0.5993,SOUTH
TXN-11516,2025-04-15,CUST-1086,Home Office,Ergonomic Chair,FURNITURE,3,248.32,0.6541,West
TXN-11517,2025-02-12,CUST-1032,Consumer,Sticky Notes Pastel,Office Supplies,10,8.31,0.2501,south
TXN-11518,2025-11-26,CUST-1080,Corporate,Wireless Mouse M2,Technology,2,24.69,0.3939,EAST
TXN-11519,,CUST-1076,Home Office,Executive Wooden Desk,Furniture,3,437.97,0.5974,west
TXN-11520,INVALID_DATE,CUST-1056,Consumer,Executive Wooden Desk,Furniture  ,1,438.52,0.6055,west
TXN-11521,14/10/2025,CUST-1129,Consumer,Standing Desk Frame,furniture,1,302.64,0.6006,east
TXN-11522,2025-04-20,CUST-1022,Home Office,Standing Desk Frame,FURNITURE,4,305.82,0.6062,West
TXN-11523,2025/06/08,CUST-1077,Corporate,Pro Laptop 15,Tech,6,1142.64,0.693,SOUTH
TXN-11524,2025-05-06,CUST-1023,Corporate,High-Speed USB-C Cable,TECHNOLOGY,6,18.6,0.3007,West
TXN-11525,2025-03-16,CUST-1004,Home Office,Filing Cabinet 3-Drawer,Furniture  ,8,151.01,0.5489,east
TXN-11526,2025-12-09,CUST-1071,Consumer,Filing Cabinet 3-Drawer,Furniture,5,143.12,0.5406,EAST
TXN-11527,2025-09-13,CUST-1051,Consumer,UltraWide Monitor 34,TECHNOLOGY,2,412.19,0.7076,SOUTH
TXN-11528,2025-03-23,CUST-1118,Consumer,Ergonomic Chair,Furniture  ,7,261.57,0.6575,North
TXN-11529,24/08/2025,CUST-1007,Corporate,Filing Cabinet 3-Drawer,furniture,4,145.56,0.5472,south
TXN-11530,2025-05-10,CUST-1027,Corporate,Sticky Notes Pastel,Office Supplies,8,7.7,0.2467,South
TXN-11531,2025-12-26,CUST-1146,Home Office,Premium Notebook A5,off_supplies,1,11.65,0.3447,west
TXN-11532,2025-05-19,CUST-1091,Corporate,Standing Desk Frame,FURNITURE,2,303.19,0.5941,South
TXN-11533,2025-10-24,CUST-1030,Corporate,Smart Bluetooth Speaker,TECHNOLOGY,3,79.47,0.5002,WEST
TXN-11534,2025-09-29,CUST-1013,Home Office,Ergonomic Chair,furniture,5,252.88,0.6536,South
TXN-11535,2025-09-24,CUST-1031,Consumer,Smart Bluetooth Speaker,Tech,10,76.37,0.5003,West
TXN-11536,05/04/2025,CUST-1098,Home Office,High-Speed USB-C Cable,Technology,5,,0.3016,north
TXN-11537,2025-04-21,CUST-1073,Corporate,Premium Notebook A5,Office supplies,1,11.87,0.3463,north
TXN-11538,2025/10/03,CUST-1098,Home Office,Pro Laptop 15,TECHNOLOGY,6,1200.38,0.7049,west
TXN-11539,2025-03-14,CUST-1056,Corporate,High-Speed USB-C Cable,Technology,2,18.7,0.2946,EAST
TXN-11540,2025-07-28,CUST-1015,Consumer,Executive Wooden Desk,FURNITURE,8,431.62,0.5905,WEST
TXN-11541,2025-12-05,CUST-1018,Corporate,UltraWide Monitor 34,TECHNOLOGY,7,392.85,0.7295,south
TXN-11542,2025-06-09,CUST-1023,Consumer,Wireless Mouse M2,Tech,3,26.12,0.392,west
TXN-11543,2025-07-31,CUST-1023,Consumer,High-Speed USB-C Cable,Technology,5,17.31,0.2968,EAST
TXN-11544,2025-03-02,CUST-1075,Corporate,Ergonomic Chair,Furniture  ,,241.39,0.6506,west
TXN-11545,2025-11-17,CUST-1018,Home Office,Pro Laptop 15,Tech,8,1257.53,0.7,west
TXN-11546,2025/05/04,CUST-1111,Consumer,High-Speed USB-C Cable,TECHNOLOGY,10,17.25,0.3048,SOUTH
TXN-11547,2025-12-09,CUST-1021,Corporate,Wireless Mouse M2,  Technology ,9,25.84,0.3923,South
TXN-11548,2025-07-20,CUST-1126,Consumer,Gel Pens (Pack of 12),Office supplies,9,14.88,0.3003,WEST
TXN-11549,2025-04-19,CUST-1027,Home Office,Gel Pens (Pack of 12),Office Supplies,4,14.34,0.299,north
TXN-11550,2025-02-19,CUST-1092,Consumer,Smart Bluetooth Speaker,  Technology ,-3,76.54,0.4995,east
TXN-11551,2025-10-02,CUST-1080,Consumer,Ergonomic Chair,Furniture  ,3,239.66,0.649,WEST
TXN-11552,2025-08-09,CUST-1043,Home Office,Standing Desk Frame,Furniture,6,313.41,0.5906, East 
TXN-11553,2025-07-12,CUST-1094,Home Office,High-Speed USB-C Cable,Tech,6,18.69,0.2977,SOUTH
TXN-11554,2025/09/13,CUST-1085,Corporate,Sticky Notes Pastel,OFFICE SUPPLIES,3,8.35,0.254,NORTH
TXN-11555,2025-12-14,CUST-1058,Consumer,Pro Laptop 15,Technology,4,1241.15,0.6936,north
TXN-11556,,CUST-1013,Corporate,Standing Desk Frame,Furniture  ,2,294.3,0.6048,south
TXN-11557,2025-06-15,CUST-1003,Home Office,Smart Bluetooth Speaker,  Technology ,6,82.39,0.5024,WEST
TXN-11558,2025-10-19,CUST-1001,Home Office,Sticky Notes Pastel,Office supplies,6,8.07,0.2495, East 
TXN-11559,2025-07-26,CUST-1025,Corporate,Smart Bluetooth Speaker,Tech,3,80.23,0.5088,South
TXN-11560,2025-09-13,CUST-1103,Corporate,High-Speed USB-C Cable,  Technology ,5,18.05,0.2981,North
TXN-11561,2025-07-22,CUST-1097,Home Office,Executive Wooden Desk,Furniture,7,451.72,0.5982,North
TXN-11562,05/01/2025,CUST-1106,Home Office,Standing Desk Frame,Furniture,4,301.41,0.6001,west
TXN-11563,2025-05-03,CUST-1136,Corporate,UltraWide Monitor 34,Tech,8,385.99,0.727,East
TXN-11564,15/09/2025,CUST-1004,Corporate,Standing Desk Frame,furniture,9,313.44,0.6003,east
TXN-11565,2025-04-11,CUST-1071,Home Office,Smart Bluetooth Speaker,Tech,3,76.5,0.4995,south
TXN-11566,27/05/2025,CUST-1026,Home Office,Wireless Mouse M2,Tech,3,25.78,0.3945,WEST
TXN-11567,2025-05-31,CUST-1116,Corporate,Ergonomic Chair,Furniture,4,239.49,0.6415,north
TXN-11568,2025-11-17,CUST-1054,Home Office,Pro Laptop 15,TECHNOLOGY,8,1197.58,0.6953,north
TXN-11569,2025-10-08,CUST-1023,Home Office,Executive Wooden Desk,Furniture,1,440.61,0.6058,NORTH
TXN-11570,2025-04-26,CUST-1072,Home Office,Sticky Notes Pastel,Office Supplies,8,8.09,0.2546,south
TXN-11571,04/06/2025,CUST-1070,Consumer,Standing Desk Frame,FURNITURE,7,307.62,0.5976,NORTH
TXN-11572,2025/06/06,CUST-1098,Consumer,Gel Pens (Pack of 12),off_supplies,4,15.52,0.2967,North
TXN-11573,2025-05-30,CUST-1139,Home Office,Sticky Notes Pastel,Office supplies,9,7.67,0.2478,west
TXN-11574,03/10/2025,CUST-1045,Corporate,High-Speed USB-C Cable,  Technology ,2,18.1,0.3002,North
TXN-11575,,CUST-1139,Corporate,UltraWide Monitor 34,Technology,3,388.31,0.7247,east
TXN-11576,2025-06-12,CUST-1136,Home Office,Standing Desk Frame,Furniture  ,10,301.22,0.6102,WEST
TXN-11577,2025-03-11,CUST-1059,Home Office,Executive Wooden Desk,FURNITURE,10,460.44,0.6051,north
TXN-11578,,CUST-1118,Home Office,Smart Bluetooth Speaker,Technology,7,79.52,0.5047,NORTH
TXN-11579,2025-11-30,CUST-1060,Home Office,Gel Pens (Pack of 12),OFFICE SUPPLIES,8,14.28,0.3048,West
TXN-11580,02/11/2025,CUST-1050,Corporate,Ergonomic Chair,FURNITURE,10,246.34,0.6544,EAST
TXN-11581,2025-09-25,CUST-1080,Home Office,Standing Desk Frame,Furniture,3,301.39,0.6061,North
TXN-11582,2025-07-07,CUST-1005,Home Office,Standing Desk Frame,furniture,2,303.56,0.589,north
TXN-11583,2025/10/27,CUST-1117,Home Office,Smart Bluetooth Speaker,TECHNOLOGY,5,83.1,0.5027,East
TXN-11584,2025-05-22,CUST-1010,Consumer,Pro Laptop 15,Tech,10,1259.16,0.6942,west
TXN-11585,12/10/2025,CUST-1096,Corporate,High-Speed USB-C Cable,Tech,-3,18.02,0.2963,west
TXN-11586,2025-04-05,CUST-1026,Home Office,UltraWide Monitor 34,Technology,8,383.75,0.7299,south
TXN-11587,20/10/2025,CUST-1014,Corporate,Pro Laptop 15,Technology,2,1161.08,0.7096,SOUTH
TXN-11588,2025-01-16,CUST-1042,Consumer,High-Speed USB-C Cable,Tech,2,18.61,0.3023,WEST
TXN-11589,2025-08-10,CUST-1003,Corporate,Pro Laptop 15,Tech,7,1140.6,0.7075,west
TXN-11590,2025-04-04,CUST-1085,Consumer,High-Speed USB-C Cable,TECHNOLOGY,9,17.27,0.2968,west
TXN-11591,2025-12-20,CUST-1014,Corporate,Gel Pens (Pack of 12),Office supplies,7,14.58,0.3025,south
TXN-11592,2025/10/24,CUST-1015,Home Office,Premium Notebook A5,off_supplies,,11.4,0.3542,south
TXN-11593,2025-03-18,CUST-1071,Corporate,Gel Pens (Pack of 12),OFFICE SUPPLIES,4,14.5,0.2958,SOUTH
TXN-11594,2025/04/23,CUST-1043,Corporate,Smart Bluetooth Speaker,Tech,10,83.16,0.4904,north
TXN-11595,2025-05-05,CUST-1096,Consumer,Smart Bluetooth Speaker,Tech,4,76.3,0.4973,SOUTH
TXN-11596,,CUST-1130,Consumer,High-Speed USB-C Cable,Technology,2,17.44,0.3048,East
TXN-11597,2025-01-10,CUST-1039,Home Office,Premium Notebook A5,Office Supplies,6,12.14,0.3522,SOUTH
TXN-11598,2025/11/12,CUST-1021,Home Office,Standing Desk Frame,Furniture,8,305.57,0.6096, East 
TXN-11599,2025-06-03,CUST-1024,Home Office,Filing Cabinet 3-Drawer,Furniture  ,10,144.62,0.5588,West
TXN-11600,,CUST-1004,Consumer,Filing Cabinet 3-Drawer,Furniture  ,10,156.27,0.5593, East 
TXN-11601,2025-01-26,CUST-1028,Home Office,Sticky Notes Pastel,Office supplies,7,7.8,0.2533,north
TXN-11602,2025-01-23,CUST-1063,Consumer,Standing Desk Frame,Furniture,10,303.13,0.5887,South
TXN-11603,2025/12/02,CUST-1148,Home Office,Premium Notebook A5,Office Supplies,7,12.49,0.3477,SOUTH
TXN-11604,2025-09-30,CUST-1057,Home Office,Sticky Notes Pastel,Office Supplies,1,7.99,0.2487,WEST
TXN-11605,2025-03-03,CUST-1054,Consumer,Pro Laptop 15,Technology,3,1202.35,0.6897,NORTH
TXN-11606,2025-12-24,CUST-1134,Consumer,Executive Wooden Desk,furniture,9,470.59,0.5965,South
TXN-11607,2025-08-20,CUST-1103,Corporate,Ergonomic Chair,Furniture  ,1,240.06,0.6627,North
TXN-11608,15/10/2025,CUST-1105,Corporate,Pro Laptop 15,Tech,5,1211.2,0.6939,east
TXN-11609,INVALID_DATE,CUST-1101,Corporate,High-Speed USB-C Cable,Tech,3,18.5,0.3047,West
TXN-11610,2025/11/20,CUST-1089,Consumer,Filing Cabinet 3-Drawer,FURNITURE,7,156.45,0.5543,EAST
TXN-11611,06/04/2025,CUST-1109,Corporate,Executive Wooden Desk,Furniture,10,440.06,0.5949,WEST
TXN-11612,2025-03-03,CUST-1027,Corporate,Executive Wooden Desk,furniture,6,430.28,0.5941,WEST
TXN-11613,2025/05/02,CUST-1114,Home Office,Gel Pens (Pack of 12),Office Supplies,7,15.55,0.2997,south
TXN-11614,2025-09-25,CUST-1023,Home Office,Sticky Notes Pastel,off_supplies,5,8.03,0.2495,south
TXN-11615,2025-01-28,CUST-1127,Consumer,Gel Pens (Pack of 12),Office Supplies,9,14.33,0.3035, East 
TXN-11616,2025-01-05,CUST-1137,Corporate,Premium Notebook A5,OFFICE SUPPLIES,4,12.18,0.3552,NORTH
TXN-11617,2025-03-24,CUST-1025,Corporate,High-Speed USB-C Cable,Technology,2,18.63,0.2966,West
TXN-11618,,CUST-1080,Consumer,Executive Wooden Desk,Furniture  ,5,453.05,0.5893,north
TXN-11619,2025-11-14,CUST-1087,Home Office,Standing Desk Frame,furniture,3,309.58,0.5937,South
TXN-11620,2025-03-22,CUST-1011,Corporate,Premium Notebook A5,OFFICE SUPPLIES,7,11.74,0.352,west
TXN-11621,2025/04/13,CUST-1145,Corporate,Filing Cabinet 3-Drawer,FURNITURE,4,152.83,0.5535,North
TXN-11622,2025/02/17,CUST-1017,Home Office,Wireless Mouse M2,  Technology ,1,25.95,0.3997,EAST
TXN-11623,2025-10-01,CUST-1143,Consumer,Pro Laptop 15,TECHNOLOGY,6,1143.02,0.6955,West
TXN-11624,2025-04-17,CUST-1075,Home Office,Wireless Mouse M2,Tech,3,24.99,0.3983,North
TXN-11625,2025-11-28,CUST-1123,Home Office,Filing Cabinet 3-Drawer,Furniture,6,149.36,0.5603,South
TXN-11626,24/03/2025,CUST-1119,Home Office,Ergonomic Chair,Furniture  ,5,243.25,0.6535,WEST
TXN-11627,2025-09-03,CUST-1102,Consumer,High-Speed USB-C Cable,TECHNOLOGY,1,0.0,0.3005,north
TXN-10823,,CUST-1032,Consumer,Ergonomic Chair,FURNITURE,4,241.66,0.6565,North
TXN-11628,2025/07/15,CUST-1074,Corporate,Standing Desk Frame,Furniture  ,3,304.4,0.6023,North
TXN-11629,24/08/2025,CUST-1060,Home Office,Gel Pens (Pack of 12),Office Supplies,2,15.07,0.3043,West
TXN-11630,2025-01-15,CUST-1031,Home Office,UltraWide Monitor 34,Tech,8,380.36,0.7311,North
TXN-11631,2025-03-06,CUST-1044,Home Office,Smart Bluetooth Speaker,  Technology ,7,78.15,0.49,South
TXN-11632,2025/02/13,CUST-1066,Corporate,Ergonomic Chair,Furniture,9,245.93,0.6496,west
TXN-11447,2025-06-19,CUST-1091,Home Office,UltraWide Monitor 34,Technology,8,403.65,0.7336,NORTH
TXN-11633,2025/03/16,CUST-1029,Consumer,Premium Notebook A5,off_supplies,,11.72,0.3475,South
TXN-11634,30/05/2025,CUST-1126,Consumer,Executive Wooden Desk,Furniture  ,,471.15,0.5913,EAST
TXN-11635,2025-03-30,CUST-1065,Consumer,Filing Cabinet 3-Drawer,Furniture  ,5,147.06,0.5453, East 
TXN-10839,2025-10-11,CUST-1009,Home Office,Pro Laptop 15,Tech,5,1245.99,0.6952,north
TXN-11636,2025/12/04,CUST-1047,Home Office,Standing Desk Frame,FURNITURE,-4,305.01,0.5908, East 
TXN-11637,2025-04-15,CUST-1027,Home Office,Ergonomic Chair,Furniture,2,249.6,0.6561,NORTH
TXN-11638,2025-06-15,CUST-1084,Corporate,Ergonomic Chair,Furniture  ,1,259.2,0.6535,South
TXN-11639,2025-09-29,CUST-1140,Corporate,Gel Pens (Pack of 12),OFFICE SUPPLIES,8,15.73,0.3051,East
TXN-11640,2025-10-16,CUST-1067,Corporate,UltraWide Monitor 34,Tech,6,406.27,0.7193,north
TXN-11641,2025-01-09,CUST-1101,Home Office,Sticky Notes Pastel,OFFICE SUPPLIES,2,7.73,0.2475,West
TXN-11642,2025-05-29,CUST-1099,Home Office,Sticky Notes Pastel,off_supplies,6,8.12,0.2499,South
TXN-11643,2025-02-06,CUST-1005,Consumer,Gel Pens (Pack of 12),OFFICE SUPPLIES,9,15.69,0.2983,WEST
TXN-11644,2025-07-22,CUST-1006,Home Office,Standing Desk Frame,Furniture,2,295.9,0.5997, East 
TXN-11645,2025-03-19,CUST-1100,Consumer,Sticky Notes Pastel,Office Supplies,2,7.66,0.2494,south
TXN-11646,2025-12-10,CUST-1137,Corporate,Wireless Mouse M2,TECHNOLOGY,5,25.51,0.4066,South
TXN-11647,2025/04/19,CUST-1010,Consumer,Filing Cabinet 3-Drawer,FURNITURE,4,151.34,0.5553,West
TXN-11648,2025-12-04,CUST-1074,Home Office,Smart Bluetooth Speaker,Tech,10,82.02,0.4986,NORTH
TXN-11649,2025-08-04,CUST-1016,Home Office,Executive Wooden Desk,FURNITURE,1,0.0,0.607,SOUTH
TXN-11650,2025-06-14,CUST-1027,Corporate,Ergonomic Chair,FURNITURE,7,259.81,0.6466,east
TXN-11651,2025-08-19,CUST-1084,Consumer,Executive Wooden Desk,Furniture,7,460.58,0.5943,NORTH
TXN-11652,2025-04-08,CUST-1049,Corporate,Wireless Mouse M2,  Technology ,5,25.71,0.4017,West
TXN-11653,2025/02/08,CUST-1025,Home Office,Gel Pens (Pack of 12),Office Supplies,7,14.56,0.2999,north
TXN-11654,2025-12-18,CUST-1054,Corporate,Filing Cabinet 3-Drawer,FURNITURE,2,154.94,0.5443,North
TXN-11655,2025-12-26,CUST-1107,Consumer,Gel Pens (Pack of 12),off_supplies,4,14.31,0.2982,SOUTH
TXN-11656,11/04/2025,CUST-1125,Corporate,Pro Laptop 15,Technology,,1247.84,0.7007,EAST
TXN-11657,2025-01-21,CUST-1105,Home Office,Wireless Mouse M2,Technology,8,23.84,0.4034,north
TXN-11658,2025-06-11,CUST-1018,Home Office,High-Speed USB-C Cable,  Technology ,4,18.8,0.2964, East 
TXN-11659,14/11/2025,CUST-1044,Consumer,Standing Desk Frame,furniture,7,298.81,0.6082,North
TXN-10086,2025-12-19,CUST-1035,Corporate,Sticky Notes Pastel,off_supplies,9,8.01,0.2506,West
TXN-11660,2025-06-20,CUST-1075,Home Office,Filing Cabinet 3-Drawer,FURNITURE,2,142.81,0.5409,west
TXN-11661,,CUST-1065,Home Office,Pro Laptop 15,Tech,7,1149.4,0.6974,west
TXN-11662,2025-12-07,CUST-1079,Home Office,UltraWide Monitor 34,TECHNOLOGY,1,394.11,0.7117,SOUTH
TXN-11663,2025-12-19,CUST-1117,Home Office,High-Speed USB-C Cable,TECHNOLOGY,7,18.05,0.3055,WEST
TXN-11664,2025-02-18,CUST-1073,Consumer,Gel Pens (Pack of 12),Office supplies,3,14.71,0.3038,south
TXN-11665,2025-01-04,CUST-1029,Consumer,Ergonomic Chair,Furniture,4,244.09,0.6518, East 
TXN-11666,2025/05/26,CUST-1079,Corporate,UltraWide Monitor 34,Tech,5,389.11,0.7336,North
TXN-11667,2025-09-16,CUST-1112,Home Office,Premium Notebook A5,off_supplies,9,12.56,0.3508,NORTH
TXN-11668,2025/01/10,CUST-1050,Corporate,UltraWide Monitor 34,  Technology ,10,402.41,0.7186,SOUTH
TXN-11669,2025-05-04,CUST-1020,Home Office,Sticky Notes Pastel,OFFICE SUPPLIES,6,7.95,0.2453,south
TXN-11670,2025-12-22,CUST-1074,Home Office,Pro Laptop 15,Tech,3,1188.09,0.6908,SOUTH
TXN-11671,25/12/2025,CUST-1059,Consumer,Smart Bluetooth Speaker,TECHNOLOGY,4,81.21,0.4923,west
TXN-11672,2025-09-27,CUST-1098,Corporate,Gel Pens (Pack of 12),off_supplies,7,14.34,0.2986,EAST
TXN-11673,2025-10-08,CUST-1036,Corporate,Pro Laptop 15,Tech,5,1187.25,0.7051,SOUTH
TXN-11674,04/09/2025,CUST-1148,Consumer,Standing Desk Frame,Furniture,5,308.87,0.6057,south
TXN-11675,2025-11-21,CUST-1136,Corporate,Premium Notebook A5,Office supplies,6,12.46,0.3478,WEST
TXN-11676,2025-09-09,CUST-1104,Home Office,Standing Desk Frame,Furniture  ,2,309.47,0.605,North
TXN-11677,2025-09-17,CUST-1045,Home Office,Premium Notebook A5,OFFICE SUPPLIES,9,12.42,0.3442,South
TXN-11678,2025-11-19,CUST-1050,Corporate,Ergonomic Chair,furniture,6,249.66,0.6402, East 
TXN-11679,2025-08-12,CUST-1100,Consumer,Ergonomic Chair,furniture,6,239.45,0.6393,West
TXN-11680,04/05/2025,CUST-1096,Consumer,Smart Bluetooth Speaker,  Technology ,2,78.31,0.4956,south
TXN-11681,2025-11-27,CUST-1029,Corporate,High-Speed USB-C Cable,  Technology ,3,17.29,0.301,South
TXN-11682,INVALID_DATE,CUST-1063,Home Office,Smart Bluetooth Speaker,  Technology ,9,77.32,0.5063,SOUTH
TXN-10784,2025/01/06,CUST-1086,Home Office,High-Speed USB-C Cable,Tech,8,17.56,0.3053,south
TXN-11683,2025-01-01,CUST-1076,Consumer,Smart Bluetooth Speaker,Technology,4,82.48,0.5042,EAST
TXN-11684,2025-10-31,CUST-1131,Corporate,Wireless Mouse M2,  Technology ,1,24.42,0.3998,NORTH
TXN-11685,,CUST-1069,Consumer,Standing Desk Frame,furniture,4,290.85,0.6108,East
TXN-11686,2025-09-09,CUST-1013,Consumer,Ergonomic Chair,Furniture,10,247.64,0.6445,EAST
TXN-11687,20/02/2025,CUST-1150,Corporate,Filing Cabinet 3-Drawer,Furniture  ,2,,0.5461,south
TXN-11688,2025-08-25,CUST-1124,Home Office,Pro Laptop 15,  Technology ,6,1241.7,0.7079,EAST
TXN-11689,2025/10/18,CUST-1043,Corporate,Pro Laptop 15,TECHNOLOGY,6,1186.51,0.7022,North
TXN-11690,,CUST-1017,Corporate,High-Speed USB-C Cable,Technology,6,17.9,0.2971,EAST
TXN-11691,23/08/2025,CUST-1075,Corporate,Pro Laptop 15,Tech,6,1190.24,0.6984,WEST
TXN-11692,INVALID_DATE,CUST-1042,Corporate,Filing Cabinet 3-Drawer,furniture,10,155.27,0.5455,north
TXN-11693,03/09/2025,CUST-1129,Corporate,Wireless Mouse M2,Technology,-3,26.02,0.398,EAST
TXN-11694,2025-12-02,CUST-1005,Corporate,Standing Desk Frame,FURNITURE,8,288.32,0.5983, East 
TXN-11695,2025-01-30,CUST-1138,Consumer,Gel Pens (Pack of 12),off_supplies,1,15.6,0.3005,WEST
TXN-11386,2025-02-20,CUST-1019,Consumer,High-Speed USB-C Cable,Technology,7,18.58,0.2949,East
TXN-11696,2025-08-29,CUST-1006,Consumer,Sticky Notes Pastel,Office supplies,2,7.63,0.2525,WEST
TXN-11697,2025-01-19,CUST-1020,Home Office,Ergonomic Chair,Furniture  ,8,237.54,0.6527,south
TXN-11698,2025-05-30,CUST-1139,Consumer,Executive Wooden Desk,Furniture  ,-1,456.93,0.5895,south
TXN-11699,INVALID_DATE,CUST-1032,Home Office,Executive Wooden Desk,FURNITURE,9,441.05,0.6036,North
TXN-11700,2025-09-29,CUST-1013,Home Office,High-Speed USB-C Cable,TECHNOLOGY,4,18.24,0.3012,east
TXN-11701,2025-05-07,CUST-1128,Corporate,Filing Cabinet 3-Drawer,furniture,2,143.13,0.5579,East
TXN-11702,2025-03-23,CUST-1137,Home Office,Gel Pens (Pack of 12),OFFICE SUPPLIES,3,14.64,0.3021,WEST
TXN-11703,13/05/2025,CUST-1095,Home Office,Smart Bluetooth Speaker,  Technology ,5,82.27,0.4938,west
TXN-11704,2025-04-24,CUST-1117,Corporate,Sticky Notes Pastel,off_supplies,1,8.14,0.2548,North
TXN-11705,2025-11-30,CUST-1064,Consumer,UltraWide Monitor 34,Technology,1,405.12,0.713,SOUTH
TXN-11706,2025-12-06,CUST-1047,Home Office,Standing Desk Frame,furniture,6,296.27,0.6016,west
TXN-11707,2025-09-29,CUST-1075,Home Office,Smart Bluetooth Speaker,Tech,,81.28,0.5073,SOUTH
TXN-11708,2025-06-16,CUST-1054,Consumer,High-Speed USB-C Cable,  Technology ,6,18.38,0.2956,west
TXN-11709,2025-08-16,CUST-1041,Home Office,UltraWide Monitor 34,TECHNOLOGY,7,384.9,0.7249,EAST
TXN-11710,2025-03-11,CUST-1127,Corporate,Premium Notebook A5,Office Supplies,6,0.0,0.3551,south
TXN-11711,18/05/2025,CUST-1076,Corporate,Filing Cabinet 3-Drawer,Furniture,8,,0.5561,west
TXN-11712,INVALID_DATE,CUST-1135,Home Office,Executive Wooden Desk,FURNITURE,2,456.71,0.5974,NORTH
TXN-11713,2025-07-31,CUST-1050,Home Office,Executive Wooden Desk,furniture,7,438.43,0.6018,EAST
TXN-11714,26/05/2025,CUST-1130,Consumer,Wireless Mouse M2,  Technology ,7,24.82,0.3931,EAST
TXN-11715,,CUST-1028,Consumer,Sticky Notes Pastel,Office supplies,9,8.37,0.2477,east
TXN-11716,2025-02-04,CUST-1018,Corporate,UltraWide Monitor 34,Technology,8,416.61,0.7338,NORTH
TXN-11717,2025-07-21,CUST-1026,Corporate,Gel Pens (Pack of 12),off_supplies,2,15.37,0.2944,WEST
TXN-11718,2025/12/01,CUST-1039,Consumer,High-Speed USB-C Cable,Technology,5,17.78,0.3045,north
TXN-11719,2025/07/30,CUST-1068,Home Office,Smart Bluetooth Speaker,Technology,3,79.96,0.5091,SOUTH
TXN-11720,2025-05-28,CUST-1006,Consumer,Pro Laptop 15,Tech,7,1152.07,0.689,east
TXN-11721,INVALID_DATE,CUST-1042,Corporate,Sticky Notes Pastel,Office Supplies,4,8.29,0.2511,west
TXN-11722,2025-11-11,CUST-1087,Corporate,UltraWide Monitor 34,Tech,6,401.9,0.7116,SOUTH
TXN-11723,2025-12-22,CUST-1022,Corporate,Smart Bluetooth Speaker,TECHNOLOGY,4,82.4,0.5054,West
TXN-11724,2025-04-25,CUST-1118,Corporate,Smart Bluetooth Speaker,Tech,8,83.26,0.5029,NORTH
TXN-11725,2025-05-27,CUST-1102,Consumer,Executive Wooden Desk,Furniture  ,5,465.0,0.6084,South
TXN-11726,21/06/2025,CUST-1043,Consumer,Premium Notebook A5,Office supplies,9,11.6,0.3565,South
TXN-11727,2025-11-21,CUST-1063,Consumer,Executive Wooden Desk,furniture,2,455.11,0.5989,North
TXN-11728,2025-05-22,CUST-1067,Home Office,Gel Pens (Pack of 12),Office supplies,1,14.49,0.2952,South
TXN-11729,2025-09-26,CUST-1051,Corporate,Premium Notebook A5,Office supplies,2,12.4,0.3488,South
TXN-11275,23/02/2025,CUST-1014,Consumer,Sticky Notes Pastel,off_supplies,4,8.09,0.2453,north
TXN-11730,2025-02-05,CUST-1080,Home Office,Sticky Notes Pastel,Office Supplies,10,8.36,0.2522,north
TXN-11731,2025/07/16,CUST-1013,Consumer,UltraWide Monitor 34,TECHNOLOGY,8,412.52,0.7241,South
TXN-11732,2025-01-22,CUST-1068,Consumer,Premium Notebook A5,Office supplies,10,11.84,0.3483,east
TXN-11733,01/06/2025,CUST-1105,Consumer,Executive Wooden Desk,FURNITURE,1,439.04,0.6114,south
TXN-11734,2025-08-09,CUST-1082,Home Office,Gel Pens (Pack of 12),off_supplies,2,14.63,0.3026,South
TXN-11735,2025-10-26,CUST-1080,Consumer,Standing Desk Frame,Furniture  ,10,304.02,0.5953,South
TXN-11736,2025-02-08,CUST-1100,Consumer,Smart Bluetooth Speaker,TECHNOLOGY,10,83.77,0.4913,north
